Video Id, Channel Id, Title, Tags, Description, Privacy, Date Published, Category Id, Category Name, Thumbnail Url, Watch Url, FileName, Date Backed Up, View Count, Comment Count, Like Count, Dislike Count, Length (seconds)
FSte81XC4YU,UCtoNXlIegvxkvf5Ji8S57Ag,Quick review of the Google Advanced Data Analytics Professional Certificate,"Quick review of the Google Advanced Data Analytics Professional Certificate,data analytics,data science,data analyst,google data analytics certification,google data analytics,google certificate,google certification,google career certificates,python,google data analytics certificate,machine learning,google data analyst,data scientist,coursera,data analyst job,data analyst career,google data analytics professional certificate,business intelligence","Let's have a quick look at the new Google Advanced Data Analytics Professional Certificate...

#dataanalytics #googlecertified",Public,02-05-2023,27,Education,https://i.ytimg.com/vi/FSte81XC4YU/maxresdefault.jpg,https://www.youtube.com/watch?v=FSte81XC4YU,Img 0752.mp4,21-07-2023,750,8,42,0,49
AlaZSg47t-A,UCtoNXlIegvxkvf5Ji8S57Ag,PROs and CONs of the new Google Advanced Data Analytics Certification,"PROs and CONs of the new Google Advanced Data Analytics Certification,data analytics,data science,data analyst,google data analytics,google career certificates,google certification,python,machine learning,google data analytics certification,google certificate,data analyst job,coursera,google data analytics certificate,data scientist,certificate,data analyst career,google data analyst,google advanced data analytics,business intelligence,excel,certification","These are the things you need to be aware of about the new Google Advanced Data Analytics Professional Certificate

#dataanalytics #dataanalyst",Public,30-04-2023,22,People & Blogs,https://i.ytimg.com/vi/AlaZSg47t-A/maxresdefault.jpg,https://www.youtube.com/watch?v=AlaZSg47t-A,Lore reel2{2nd draft}.mp4,21-07-2023,3224,11,163,3,51
nL0JkT-Czvw,UCtoNXlIegvxkvf5Ji8S57Ag,How to use the Tableau interface in Python for data visualization,"How to use the Tableau interface in Python,tableau,data science,python,data visualization,tableau tutorial,learn tableau,tableau for beginners,data analytics,tabpy tutorial,tableau for data science,tabpy,dashboard,worksheet,how to,business intelligence,tableau training,tableau certification,interactive dashboard,tableau full course,tableau integration with python,sheascode,exploratory data analysis jupyter notebook,pygwalker in python","Let me show you how to generate a Tableau style interface using Python to easily create stunning visualization

#tableau #python #datavisualization",Public,27-04-2023,27,Education,https://i.ytimg.com/vi/nL0JkT-Czvw/maxresdefault.jpg,https://www.youtube.com/watch?v=nL0JkT-Czvw,1682275307109613.mp4,21-07-2023,1041,2,92,0,59
lQnKWFPUSgQ,UCtoNXlIegvxkvf5Ji8S57Ag,Should you Take the NEW Google BUSINESS INTELLIGENCE Certificate?,"google advanced data analytics certificate,data analyst,data analytics,data science,python,google data analytics certification,data analyst job,google data analytics,google data analytics certificate,google certification,business intelligence,data scientist,google certificate,data analyst career,google data analyst,coursera,google career certificates,machine learning,tableau,bi,excel,google data analytics professional certificate","Google has just released the new BUSINESS INTELLIGENCE Certificate...

?ü§å SO WHAT
In this video I'll show you ALL YOU NEED to know about this new course and also what happens if you get certified soon.

?üîó ACCESS THE NEW GOOGLE ADVANCED DATA ANALYTICS CERTIFICATE
http://imp.i384100.net/10


?üîO THE ABSOLUTE BEST DATA ANALYTICS COURSES ?üîO 

Google Data Analytics Professional Certificate
http://imp.i384100.net/1

IBM Data Analyst Professional Certificate
http://imp.i384100.net/2

IBM Data Science Professional Certificate
http://imp.i384100.net/3

Work Smarter with Microsoft Excel
http://imp.i384100.net/4

Learn SQL Basics for Data Science Specialization
http://imp.i384100.net/5

Python for Everybody Specialization
http://imp.i384100.net/6

Data Visualization with Tableau Specialization
http://imp.i384100.net/7

Getting Started with Power BI Desktop
http://imp.i384100.net/8

?üë®‚Äç?üíª LET ME BE YOUR MENTOR
https://topmate.io/loresowhat

?üì? SOCIAL
Instagram and TikTok - @Loresowhat

?üì© Get in touch: 
loresowhat@gmail.com

?üîé CONTENT
0:00 Intro
0:58 Data Analytics vs BI Certificate
2:37 Modules and content
3:38 Time and money requirements
4:12 Pros and Cons

#coursera #dataanalytics",Public,25-04-2023,27,Education,https://i.ytimg.com/vi/lQnKWFPUSgQ/maxresdefault.jpg,https://www.youtube.com/watch?v=lQnKWFPUSgQ,1682418557054891.mp4,21-07-2023,1828,8,55,1,384
q-8xIACxGN4,UCtoNXlIegvxkvf5Ji8S57Ag,Master THESE 2 things to stand out as a Data Analyst,"successful data analyst,data analyst,data analytics,how to become a data analyst,data analyst job,data analyst roadmap,how to learn data analytics,data analysis,power bi,data science,how to become data analyst,excel,big data,data analyst career path,data analyst day in the life,data scientist,data analytics career,data analytics roadmap,how to learn data science,how to get data analyst job as a fresher,how to get data analyst job","UI and UX are two critical aspects that you need to master if you want to become a successful Data Analyst, here is why...

#dataanalytics #careeradvice",Public,24-04-2023,27,Education,https://i.ytimg.com/vi/q-8xIACxGN4/maxresdefault.jpg,https://www.youtube.com/watch?v=q-8xIACxGN4,Lore reel3{2nd draft}.mp4,21-07-2023,704,5,61,0,55
5OEUEhNYWAY,UCtoNXlIegvxkvf5Ji8S57Ag,Should you Take the Google ADVANCED Data Analytics Certificate?,"google advanced data analytics certificate,data analyst,data analytics,data science,python,google data analytics certification,data analyst job,google data analytics,google data analytics certificate,google certification,business intelligence,data scientist,google certificate,data analyst career,google data analyst,coursera,google career certificates,machine learning,tableau,bi,excel,google data analytics professional certificate","Google has just released the new ADVANCED Data Analytics Professional Certificate...

?ü§å SO WHAT
In this video I'll show you ALL YOU NEED to know about this new course and also what happens if you get certified soon.

?üîó ACCESS THE NEW GOOGLE ADVANCED DATA ANALYTICS CERTIFICATE
http://imp.i384100.net/9

?üë®‚Äç?üíª LET ME BE YOUR MENTOR
https://topmate.io/loresowhat

?üîO THE ABSOLUTE BEST DATA ANALYTICS COURSES ?üîO
Google Data Analytics Professional Certificate http://imp.i384100.net/1
IBM Data Analyst Professional Certificate http://imp.i384100.net/2
IBM Data Science Professional Certificate http://imp.i384100.net/3
Work Smarter with Microsoft Excel http://imp.i384100.net/4
Learn SQL Basics for Data Science Specialization http://imp.i384100.net/5
Python for Everybody Specialization http://imp.i384100.net/6
Data Visualization with Tableau Specialization http://imp.i384100.net/7
Getting Started with Power BI Desktop http://imp.i384100.net/8
Advanced Google Data Analytics Professional Certificate http://imp.i384100.net/9
Google Business Intelligence Professional Certificate http://imp.i384100.net/10

?üì? SOCIAL
Instagram and TikTok - @Loresowhat

?üì© Get in touch: 
loresowhat@gmail.com

?üîé CONTENT
0:00 Intro
1:10 Content of the course
3:50 Time and money requirements
4:46 Pros and Cons

#coursera #dataanalytics",Public,16-04-2023,22,People & Blogs,https://i.ytimg.com/vi/5OEUEhNYWAY/maxresdefault.jpg,https://www.youtube.com/watch?v=5OEUEhNYWAY,1681591578332274.mp4,21-07-2023,4101,40,137,3,419
pafzoMuGWVs,UCtoNXlIegvxkvf5Ji8S57Ag,THIS Data Analytics Portfolio will ACTUALLY get you a Job,"data analytics portfolio job,data analytics,data analyst,data science,data analyst portfolio,business intelligence,tableau,data scientist,data analyst job,python,power bi,bi,data nerd,data analyst projects,how to become a data analyst,data analyst career,computer science,sql,data analysis,data viz by luke,data visualization,data analytics portfolio,data analyst portfolio project,data analyst roadmap,data project,portfolio project","Building your Data Analytics Portfolio is key to get hired, especially if you are at the early stage of your Data Career.

?ü§å SO WHAT
In this video I'll show you THE BEST TOOL to start building your data analytics portfolio IN MINUTES, FOR FREE.

?üîóACCESS DATASCIENCEPORTFOL.IO
https://www.datascienceportfol.io/

?üë®‚Äç?üíª LET ME BE YOUR MENTOR
https://topmate.io/loresowhat

?üîO THE ABSOLUTE BEST DATA ANALYTICS COURSES ?üîO
Google Data Analytics Professional Certificate http://imp.i384100.net/1
IBM Data Analyst Professional Certificate http://imp.i384100.net/2
IBM Data Science Professional Certificate http://imp.i384100.net/3
Work Smarter with Microsoft Excel http://imp.i384100.net/4
Learn SQL Basics for Data Science Specialization http://imp.i384100.net/5
Python for Everybody Specialization http://imp.i384100.net/6
Data Visualization with Tableau Specialization http://imp.i384100.net/7
Getting Started with Power BI Desktop http://imp.i384100.net/8
Advanced Google Data Analytics Professional Certificate http://imp.i384100.net/9
Google Business Intelligence Professional Certificate http://imp.i384100.net/10

?üì? SOCIAL
Instagram and TikTok - @Loresowhat

?üì© Get in touch: 
loresowhat@gmail.com

?üîé CONTENT
0:00 Intro
1:40 Let's Create our Data Portfolio
5:30 Final Result

#dataanalytics #portfolio",Public,12-04-2023,22,People & Blogs,https://i.ytimg.com/vi/pafzoMuGWVs/maxresdefault.jpg,https://www.youtube.com/watch?v=pafzoMuGWVs,1681253293994488.mp4,21-07-2023,15526,76,881,10,473
3tUPQH6I5Xo,UCtoNXlIegvxkvf5Ji8S57Ag,NUMBER 1 Investment for Data Analysts #shorts,"investment data analyst,data analytics,data analyst,data science,data analyst job,data analysis,data scientist,business analyst,excel,data analyst roadmap,power bi,big data,how to become a data analyst,data analyst career,sql,tableau,python,data,programming,coding,data visualization,google data analytics certification,data analyst beginner,data analyst salary,bi,technology,python tutorial,python data anlysis,data nerd,learn to code","If you need any help to land your dream data science or analytics job, you know where to find me...

?üë®‚Äç?üíª LET ME BE YOUR MENTOR
https://topmate.io/loresowhat",Public,07-04-2023,22,People & Blogs,https://i.ytimg.com/vi/3tUPQH6I5Xo/maxresdefault.jpg,https://www.youtube.com/watch?v=3tUPQH6I5Xo,20230329-161143-892.mp4,21-07-2023,755,5,45,0,50
GStyXQlx_Ts,UCtoNXlIegvxkvf5Ji8S57Ag,REAL Salary for Data Analysts #shorts,"data analyst real salary,data analyst salary,data analytics,data analyst,data science,data scientist,business analyst,data analyst job,data analyst career,data science salary,how to become a data analyst,data scientist salary,power bi,tableau,data engineer,data science salaries 2022,data analyst salary 2022,data science salary 2022,salary for data analyst,google data analytics certification,google data analytics,google certificate,google,programming","if you expect a $300k salary as a data analyst, this video is not for you...

?üë®‚Äç?üíª LET ME BE YOUR MENTOR
https://topmate.io/loresowhat

?üì? SOCIAL
Instagram and TikTok - @Loresowhat

?üì© Get in touch: 
loresowhat@gmail.com

#dataanalytics #salary",Public,05-04-2023,22,People & Blogs,https://i.ytimg.com/vi/GStyXQlx_Ts/maxresdefault.jpg,https://www.youtube.com/watch?v=GStyXQlx_Ts,1680171221761165.mp4,21-07-2023,1561,0,75,2,60
_maAZW1X14c,UCtoNXlIegvxkvf5Ji8S57Ag,BEST Income Ideas for Data Analysts,"income ideas data analyst,data analytics,data analyst,data science,tableau,data scientist,power bi,python,data analysis,business intelligence,sql,data analyst salary,data,bi,data visualization,data nerd,business analyst,data engineer,programming,technology,coding,python tutorial,python data anlysis,big data,learn to code,how to use r,r data analysis,vscode,data analysis projects for beginners,data analyst prohect,data analysis walkthrough","In the past years I was able to make a good amount of money from different income streams that have one thing in common, they are all related to the data analytics space.

?ü§å SO WHAT
In this video I'll share with you the best income ideas for data analysts, beyond your full-time job.

?üë®‚Äç?üíª LET ME BE YOUR MENTOR
https://topmate.io/loresowhat

?üîO THE ABSOLUTE BEST DATA ANALYTICS COURSES ?üîO
Google Data Analytics Professional Certificate http://imp.i384100.net/1
IBM Data Analyst Professional Certificate http://imp.i384100.net/2
IBM Data Science Professional Certificate http://imp.i384100.net/3
Work Smarter with Microsoft Excel http://imp.i384100.net/4
Learn SQL Basics for Data Science Specialization http://imp.i384100.net/5
Python for Everybody Specialization http://imp.i384100.net/6
Data Visualization with Tableau Specialization http://imp.i384100.net/7
Getting Started with Power BI Desktop http://imp.i384100.net/8
Advanced Google Data Analytics Professional Certificate http://imp.i384100.net/9
Google Business Intelligence Professional Certificate http://imp.i384100.net/10

?üì? SOCIAL
Instagram and TikTok - @Loresowhat

?üì© Get in touch: 
loresowhat@gmail.com

?üîé CONTENT
0:00 Intro
1:20 Income Idea 1
3:19 Income Idea 2
4:35 Income Idea 3
5:35 Income Idea 4
6:49 Income Idea 5
7:28 Income Idea 6
8:53 Income Idea 7
10:17 Income Idea 8

#incomeideas #dataanalytics",Public,02-04-2023,22,People & Blogs,https://i.ytimg.com/vi/_maAZW1X14c/maxresdefault.jpg,https://www.youtube.com/watch?v=_maAZW1X14c,1680118368707832.mp4,21-07-2023,2916,12,196,4,728
n_-3r6IKf78,UCtoNXlIegvxkvf5Ji8S57Ag,Automate your Finances with Python #shorts,"python tutorial project,python tutorial,python for beginners,learn python,tech with tim,python automation,python automation projects,python programming,python,learn to code,python projects,automate your life,automate the boring stuff with python,automating my life with python,tiff in tech,tiffintech,how to code,how to start coding,coding tutorial,learning to code,code with me,how to learn to code,how to learn code,how to learn programming","Check my channel for the full step-by-step Python tutorial

?üë®‚Äç?üíª LET ME BE YOUR MENTOR
https://topmate.io/loresowhat",Public,30-03-2023,22,People & Blogs,https://i.ytimg.com/vi/n_-3r6IKf78/maxresdefault.jpg,https://www.youtube.com/watch?v=n_-3r6IKf78,20230330-095827-231.mp4,21-07-2023,674,0,66,0,58
h0Jws-5iPFU,UCtoNXlIegvxkvf5Ji8S57Ag,1.68017E+15,,"Building your Data Analytics Portfolio is key to get hired, especially if you are at the early stage of your Data Career.

?ü§å SO WHAT
In this video I'll show you ALL YOU NEED to start building your data analytics portfolio.

?üë®‚Äç?üíª LET ME BE YOUR MENTOR
https://topmate.io/loresowhat

?üë• JOIN OUR DISCORD COMMUNITY WHERE WE SUPPORT EACH OTHER IN OUR DATA JOURNEY
https://discord.gg/mTqpnYJm

?üì? SOCIAL
Instagram and TikTok - @Loresowhat

?üì© Get in touch: 
loresowhat@gmail.com

?üîé CONTENT
0:00 Intro
0:40 What is a data analytics portfolio?
1:20 Do you ACTUALLY need a portfolio? 
2:11 Data analytics portfolio Best Practices to Get Hired 
4:08 How to Plan Out for a Good Portfolio 
5:46 How to populate the portfolio?
6:25 Tools to Use to get your portfolio out there
8:04 Call to action",Private,30-03-2023,22,People & Blogs,https://i9.ytimg.com/vi/h0Jws-5iPFU/maxresdefault.jpg?sqp=CJjr6aUG&rs=AOn4CLA2BX0Qv-MEFh1F6PwbPzO1_GMc7w,https://www.youtube.com/watch?v=h0Jws-5iPFU,1680168813648495.mp4,21-07-2023,0,0,0,0,57
_nsoXgoMyyI,UCtoNXlIegvxkvf5Ji8S57Ag,THIS Guy will make you Land your Data Dream Job,"career,productivity,business,machine learning,data science,data scientist,project management,management,career advice,career tips,motivation,vlog,data,data engineer,data analyst,looking for a job,career launch,i am looking for a job,jobs in nigeria,data science mentorship,data analyst mentor,land job data,job data analyst,job in data analytics,first job data analyst,data analyst remote jobs,dream job data analyst,job role of data analyst","I recently met Jaret, a former Data Scientist and now full-time Data Mentor...

?ü§å SO WHAT
In this video I'll share the chat that we had about his best tips on how to land a job in data, even with ZERO experience and unrelated background. We also talked about how a career in data led him to travel the world and design his best life.

?üë®‚Äç?üíª LET ME BE YOUR MENTOR
https://topmate.io/loresowhat

?üîóREACH OUT TO JARET
https://instagram.com/jaretandre

?üì? SOCIAL
Instagram and TikTok - @Loresowhat

?üì© Get in touch: 
loresowhat@gmail.com

?üîé CONTENT
0:00 Intro
1:08 Jaret's key life moments
3:00 Can you land a job in data if you don't have a related background?
4:45 The not so glamorous aspect of a Data Science career
6:33 How to land a job in data without any experience?
10:00 What are the key challenges for data candidates and how to overcome them
14:05 The power of getting a Data Mentor
19:15 Travelling the world with a Data career",Public,26-03-2023,22,People & Blogs,https://i.ytimg.com/vi/_nsoXgoMyyI/maxresdefault.jpg,https://www.youtube.com/watch?v=_nsoXgoMyyI,1679782662155591 Export.mp4,21-07-2023,1120,9,64,0,1400
EoFXe2f3nUg,UCtoNXlIegvxkvf5Ji8S57Ag,Day in The Life of a Data Analyst in London,"day in the life data analyst,data analyst,data analytics,data science,data analysis,data analyst job,day in the life,how to become a data analyst,day in the life of a data analyst,data,coding,sql,data analyst career,a day in the life,a day in the life of a data analyst,dataanalytics,dataanalyst,dayinthelife,workflow,powerbi,bigdata,data analyst roadmap,excel,engineer,big data,tech,vlog,work week in my life,women in tech,work week in my life vlog","In this video I'll be sharing my day as a data analyst in London and breaking down how I develop dashboards and balance my side hustles.

?üë®‚Äç?üíª LET ME BE YOUR MENTOR
https://topmate.io/loresowhat

?üîO THE ABSOLUTE BEST DATA ANALYTICS COURSES ?üîO
Google Data Analytics Professional Certificate http://imp.i384100.net/1
IBM Data Analyst Professional Certificate http://imp.i384100.net/2
IBM Data Science Professional Certificate http://imp.i384100.net/3
Work Smarter with Microsoft Excel http://imp.i384100.net/4
Learn SQL Basics for Data Science Specialization http://imp.i384100.net/5
Python for Everybody Specialization http://imp.i384100.net/6
Data Visualization with Tableau Specialization http://imp.i384100.net/7
Getting Started with Power BI Desktop http://imp.i384100.net/8
Advanced Google Data Analytics Professional Certificate http://imp.i384100.net/9
Google Business Intelligence Professional Certificate http://imp.i384100.net/10

?üì? SOCIAL
Instagram and TikTok - @Loresowhat

?üì© Get in touch: 
loresowhat@gmail.com

#dayinthelife #dataanalyst #London",Public,19-03-2023,22,People & Blogs,https://i.ytimg.com/vi/EoFXe2f3nUg/maxresdefault.jpg,https://www.youtube.com/watch?v=EoFXe2f3nUg,1679007726603854.mp4,21-07-2023,18606,85,470,12,454
kwAtOuf4Wdc,UCtoNXlIegvxkvf5Ji8S57Ag,Shocking CV tip nobody talks about,"resume tips,resume format,how to write a resume,resume writing tips,resume template,resume examples,resume writing,how to write a cv,resume,job interview,job search,resume skills,how to write a good resume,professional resume,how to make a resume,cv,career advice,resume mistakes,software engineering resume,software engineer resume tips,how to make a cv,how to make a good resume,resume format for freshers,google resume,job application","Building a great resume is key to get hired, especially if you are at the early stage of your Data Career.

?ü§å SO WHAT
In this video I'll show you a tip coming from a study done on 100k resumes

?üë®‚Äç?üíª LET ME BE YOUR MENTOR
https://topmate.io/loresowhat",Public,16-03-2023,22,People & Blogs,https://i.ytimg.com/vi/kwAtOuf4Wdc/maxresdefault.jpg,https://www.youtube.com/watch?v=kwAtOuf4Wdc,1678840620455142.mp4,21-07-2023,537,3,30,0,43
zGYkXQ19A_Q,UCtoNXlIegvxkvf5Ji8S57Ag,Build THE PERFECT Data Analyst CV,"CV tips faang,resume tips,how to write a resume,faang,google,software engineer,software developer resume,resume,amazon,software engineering,google resume,resume writing tips,resume template,software engineering resume,software engineer resume tips,facebook,computer science,swe,ashhad ahmad,ashhad google,resume writing,how to make a resume,how to write a cv,how to make a cv,leetcode,algorithms,coding,software engineering resume template,data analyst cv","I received many CVs from you guys to review and pretty much all of them can be massively improved...

?ü§å SO WHAT
In this video I'll tell you the secret CV tips that helped me land my dream job at FAANG, and how they can help you too!

?üìÉ DOWNLOAD MY CV TEMPLATE
https://docs.google.com/document/d/182f499i1D5dGhL2VMu9TNLnx8ulrWgDt/edit?usp=sharing&ouid=116686777979066569522&rtpof=true&sd=true

?üë®‚Äç?üíª LET ME BE YOUR MENTOR
https://topmate.io/loresowhat

?üîO THE ABSOLUTE BEST DATA ANALYTICS COURSES ?üîO
Google Data Analytics Professional Certificate http://imp.i384100.net/1
IBM Data Analyst Professional Certificate http://imp.i384100.net/2
IBM Data Science Professional Certificate http://imp.i384100.net/3
Work Smarter with Microsoft Excel http://imp.i384100.net/4
Learn SQL Basics for Data Science Specialization http://imp.i384100.net/5
Python for Everybody Specialization http://imp.i384100.net/6
Data Visualization with Tableau Specialization http://imp.i384100.net/7
Getting Started with Power BI Desktop http://imp.i384100.net/8
Advanced Google Data Analytics Professional Certificate http://imp.i384100.net/9
Google Business Intelligence Professional Certificate http://imp.i384100.net/10

?üì? SOCIAL
Instagram and TikTok - @Loresowhat

?üì© GET IN TOUCH
loresowhat@gmail.com

?üîé CONTENT
0:00 Intro
1:05 Tip 1
2:18 Tip 2
3:04 Tip 3
4:00 Tip 4
5:25 Tip 5
6:08 Tip 6
7:01 Tip 7
8:05 Tip 8
9:14 Tip 9
9:59 Tip 10

#cv #jobinterview",Public,12-03-2023,22,People & Blogs,https://i.ytimg.com/vi/zGYkXQ19A_Q/maxresdefault.jpg,https://www.youtube.com/watch?v=zGYkXQ19A_Q,1678448329879234.mp4,21-07-2023,1657,19,115,0,669
H0zGN_LhQ8I,UCtoNXlIegvxkvf5Ji8S57Ag,Data Analyst VS Business Analyst,"data analyst business analyst,data analyst,data analytics,business analyst,how to become a data analyst,data analyst job,business analyst vs data analyst,data science,data analyst career,data analysis,excel,data analyst vs business analyst,data analyst salary,sql,what does a data analyst do,business analyst job description,business analyst vs data analyst which is better,business analytics,data analyst roadmap,business analyst and data analyst difference",Let me tell you the fundamental difference between a Data Analyst and Business Analyst...,Public,09-03-2023,22,People & Blogs,https://i.ytimg.com/vi/H0zGN_LhQ8I/maxresdefault.jpg,https://www.youtube.com/watch?v=H0zGN_LhQ8I,20230227-232109-555.mp4,21-07-2023,15465,19,812,9,48
#NAME?,UCtoNXlIegvxkvf5Ji8S57Ag,"9 Interviews, 1 Offer: How I got a Data Analytics Role at Amazon","data analytics interview,data analyst,data analyst interview,data analyst interview questions,data analytics,data analyst interview questions and answers,data analyst interview preparation,data analytics interview questions,data analyst interview tips,data analyst interview questions and answers for experienced,data analyst interview questions and answers for freshers,data analyst career,data analyst interview questions for freshers,data science,data analyst job","The interview process at big tech companies can be quite challenging and I always get great value from people sharing their experiences.

?ü§å SO WHAT
In this video I'll share my personal experience of navigating a nine-step interview process and hopefully give you valuable tips on how to succeed at each stage.

?üë®‚Äç?üíª LET ME BE YOUR MENTOR
https://topmate.io/loresowhat

?üì? SOCIAL
Instagram and TikTok - @Loresowhat

?üì© Get in touch: 
loresowhat@gmail.com

?üîé CONTENT
0:00 Intro
0:47 Interview #1
2:23 Interview #2
4:46 Interview #3 
6:22 Interview #4-5-6-7-8
9:28 Final Call

#dataanalytics #interview",Public,05-03-2023,22,People & Blogs,https://i.ytimg.com/vi/-wq2JDdgxo8/maxresdefault.jpg,https://www.youtube.com/watch?v=-wq2JDdgxo8,1677886327748038.mp4,21-07-2023,1549,17,69,0,660
3WBElm-PJ7k,UCtoNXlIegvxkvf5Ji8S57Ag,The SECRET to find a Data Job,"find data job,data science,data scientist,data analyst,data analytics,data analyst job,machine learning,excel,python,data viz by luke,business intelligence,bi,computer science,data nerd,how to,data project,power bi,data engineer,tutorial,data analyst career,alex the analyst,data science job market,portfolio project,sql,tableau,freelancing,make money online,how to become a data analyst,tensorflow,cleverprogrammer,programming,developer,javascript","This video reveals the secret to finding your dream data job and yes, it worked for me too...

?üì? SOCIAL
Instagram and TikTok - @Loresowhat

?üì© Get in touch: 
loresowhat@gmail.com

#dataanalytics",Public,02-03-2023,22,People & Blogs,https://i.ytimg.com/vi/3WBElm-PJ7k/maxresdefault.jpg,https://www.youtube.com/watch?v=3WBElm-PJ7k,20230228-193248-122.mp4,21-07-2023,985,8,57,2,59
F2LIwQ2Ma-o,UCtoNXlIegvxkvf5Ji8S57Ag,Example of a GENIUS Data Analyst,"data analyst,how to become a data analyst,data analytics,data analysis,data science,data scientist,business intelligence,data analytics for beginners,become a data analyst,data nerd,learn data analysis,how to learn data analytics,data project,data analyst beginner,data analytics career,data analyst career,data analytics day in the life,data analytics job,data analytics project,data analyst projects,data analyst day in the life,data analyst job","Are you curious about what makes a data analyst a genius? Look no further! In this video, we'll take a deep dive into a real-life example of a data analyst who's changing the game. Get ready to be inspired and learn what it takes to be a master of data analytics!

?üì? SOCIAL
Instagram and TikTok - @Loresowhat

?üì© Get in touch: 
loresowhat@gmail.com

#dataanalytics #genius",Public,28-02-2023,22,People & Blogs,https://i.ytimg.com/vi/F2LIwQ2Ma-o/maxresdefault.jpg,https://www.youtube.com/watch?v=F2LIwQ2Ma-o,lore vid 18 draft 2.mp4,21-07-2023,1316,9,104,1,59
mOfH1TqaYWM,UCtoNXlIegvxkvf5Ji8S57Ag,Python Interactive Dashboard STEP BY STEP,"python automation projects,automate the boring stuff with python,learn python,python data analytics,google sheets api,python finance,python csv tutorial,python automation,automate your life,learn python fast,python fundamentals,coding projets,coding project ideas,python tutorial,python 101,how to automate tasks for beginners,data analytics projects for beginners,data analytics project examples,python data science project,python data science","Say goodbye to complicated spreadsheets and hello to simple, automated finances with this fun and easy project!

?ü§å SO WHAT
In this video I'll show you, step by step, how to build a money management Dashboard with Python.

?üìï RESOURCES
Code https://drive.google.com/drive/folders/1hiWMq72YgKyEkz_aqR6HenXrNwzgYXiF?usp=sharing
GSpread Guide https://docs.gspread.org/en/latest/oauth2.html

?üë®‚Äç?üíª LET ME BE YOUR MENTOR
https://topmate.io/loresowhat

?üì? SOCIAL
Instagram and TikTok - @Loresowhat

?üì© GET IN TOUCH
loresowhat@gmail.com

?üîé CONTENT
0:00 Intro
0:49 Project Setup
2:44 Connect to Bank Data
6:44 Data Cleaning
7:34 Assign transactions to the right category
10:57 Element 1
14:45 Element 2
15:23 Element 3
18:11 Element 4
19:22 Final Dashboard

#python #moneymanagement",Public,26-02-2023,22,People & Blogs,https://i.ytimg.com/vi/mOfH1TqaYWM/maxresdefault.jpg,https://www.youtube.com/watch?v=mOfH1TqaYWM,20230225-232803-057.mp4,21-07-2023,3176,17,120,0,1405
kWUbYv02nuA,UCtoNXlIegvxkvf5Ji8S57Ag,VIRAL on YouTube - UNEXPECTED Lessons,"blowing up on youtube,how i blew up on youtube,going viral on youtue,how i blew up on youtube shorts,how i blew up on youtube 2023,how i went viral on youtube,my first viral video on youtube,blowing up for the first time on youtube,trying to blow up on youtube,heres how i blew up on youtube,growing on youtube 2023,my youtube journey 2023,my youtube channel blew up,how to grow youtube,youtube motivation for small youtubers,youtube,2023 youtube goals","I did not expect this but one of my videos went viral and I managed to monetize my channel in less than 3 months.

?ü§å SO WHAT
In this video I'll share some key learnings regarding my YouTube journey so far...

?üì? SOCIAL
Instagram and TikTok - @Loresowhat

?üì© Get in touch: 
loresowhat@gmail.com

?üîé CONTENT
0:00 Intro
1:55 Best skill of the future
3:31 Best way to define goals
4:54 Best way to find Fulfilment",Public,16-02-2023,22,People & Blogs,https://i.ytimg.com/vi/kWUbYv02nuA/maxresdefault.jpg,https://www.youtube.com/watch?v=kWUbYv02nuA,20230216-203340-295.mp4,21-07-2023,273,7,17,0,368
SyWDBr_4sgg,UCtoNXlIegvxkvf5Ji8S57Ag,Data Visualization BEST Tips - I Wish I Knew,"data visualization,business intelligence,data visualization for data science,data visualization storytelling,data visualization design,tableau,power bi,data visualization python,data visualization jobs,data visualization projects,data analytics,data science,data scientist,data analysis,data science for beginners,data science full course,tableau tutorial,tableau for beginners,tableau dashboard,power bi tutorial,tableau full course,power bi for beginners","A lot of people know how to build charts, but how can you bring that to the NEXT LEVEL?

?ü§å SO WHAT
In this video I'll show you ALL YOU NEED to master data visualization and create beautiful visuals with data.

?üë®‚Äç?üíª LET ME BE YOUR MENTOR
https://topmate.io/loresowhat

?üì? SOCIAL
Instagram and TikTok - @Loresowhat

?üì© Get in touch: 
loresowhat@gmail.com

?üîé CONTENT
0:00 Intro
0:56 Why Visualize Data?
2:37 How to plan for your data visualization? 
3:04 Design Basics
3:54 How to select the RIGHT chart type
6:04 How to communicate clearly with charts?
6:49 Best practices for data visualization

Thanks to Path JSI for inspiring this video

#datavisualization #dashboard",Public,09-02-2023,22,People & Blogs,https://i.ytimg.com/vi/SyWDBr_4sgg/maxresdefault.jpg,https://www.youtube.com/watch?v=SyWDBr_4sgg,20230208-110331-203.mp4,21-07-2023,1465,10,87,0,480
